1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,116
10,262
11,367
12,432
13,356
14,142
15,55
16,103
17,14
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,38
10,43
11,65
12,105
13,169
14,115
15,101
16,102
17,15
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,28
10,124
11,92
12,93
13,119
14,135
15,116
16,79
17,12
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,52
10,162
11,86
12,122
13,181
14,345
15,247
16,200
17,31
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,38
10,57
11,92
12,122
13,118
14,95
15,208
16,132
17,22
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,77
10,167
11,221
12,442
13,455
14,425
15,323
16,196
17,33
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,42
10,90
11,65
12,76
13,124
14,162
15,100
16,205
17,36
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,56
10,62
11,92
12,361
13,93
14,242
15,184
16,203
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,74
10,105
11,221
12,453
13,472
14,437
15,351
16,212
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,3
9,123
10,276
11,393
12,459
13,472
14,443
15,358
16,210
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,3
9,123
10,276
11,393
12,459
13,478
14,442
15,357
16,218
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,3
9,123
10,277
11,404
12,459
13,478
14,449
15,363
16,216
17,0
